cve_id,response
CVE-2025-30613,"7.3
"
CVE-2025-30614,"7.4
"
CVE-2025-30615,"6.1
"
CVE-2025-30616,"6.1
"
CVE-2025-30617,5.3
CVE-2025-30619,6.1
CVE-2025-30620,6.1
CVE-2025-30621,7.5
CVE-2025-30622,"7.9
"
CVE-2025-30623,7.6
CVE-2025-3063,"7.7
"
CVE-2025-30741,6.1
CVE-2025-30742,"7.3
"
CVE-2025-30763,"7.7
"
CVE-2025-30764,6.1
CVE-2025-30765,7.9
CVE-2025-30766,7.4
CVE-2025-30767,"7.2
"
CVE-2025-30768,"7.2
"
CVE-2025-30769,"7.5
"
CVE-2025-30770,"6.1
"
CVE-2025-30771,"6.1
"
CVE-2025-30772,"7.6
"
CVE-2025-30773,"7.8
"
CVE-2025-30774,"7.9
"
CVE-2025-30775,"7.7
"
CVE-2025-30776,"7.4
"
CVE-2025-30777,"7.2
"
CVE-2025-30778,7.1
CVE-2025-30779,7.9
CVE-2025-30780,"7.4
"
CVE-2025-30781,6.1
CVE-2025-30782,7.4
CVE-2025-30783,"7.5
"
CVE-2025-30784,"7.9
"
CVE-2025-30785,"7.8
"
CVE-2025-30786,6.1
CVE-2025-30787,7.5
CVE-2025-30788,"9.1
"
CVE-2025-30789,7.2
CVE-2025-30790,"7.2
"
CVE-2025-30791,7.9
CVE-2025-30792,7.4
CVE-2025-30793,7.0
CVE-2025-30794,7.4
CVE-2025-30795,6.1
CVE-2025-30796,"7.4
"
CVE-2025-30797,"7.2
"
CVE-2025-30798,"7.4
"
CVE-2025-30799,7.9
CVE-2025-30800,7.4
CVE-2025-30801,6.1
CVE-2025-30802,6.1
CVE-2025-30803,"7.2
"
CVE-2025-30804,6.1
CVE-2025-30805,6.1
CVE-2025-30806,"7.9
"
CVE-2025-30807,"7.9
"
CVE-2025-30808,6.1
CVE-2025-30809,7.2
CVE-2025-30810,7.1
CVE-2025-30811,"5.3
"
CVE-2025-30812,7.0
CVE-2025-30813,"7.2
"
CVE-2025-30814,7.4
CVE-2025-30815,6.1
CVE-2025-30816,5.3
CVE-2025-30817,7.2
CVE-2025-30818,6.1
CVE-2025-30819,"7.9
"
CVE-2025-3082,"6.1
"
CVE-2025-30820,"7.4
"
CVE-2025-30821,"7.2
"
CVE-2025-30822,6.1
CVE-2025-30823,6.1
CVE-2025-30824,7.2
CVE-2025-30825,"7.7
"
CVE-2025-30826,"6.1
"
CVE-2025-30827,"7.4
"
CVE-2025-30828,7.2
CVE-2025-30829,7.0
CVE-2025-3083,"7.3
"
CVE-2025-30830,7.2
CVE-2025-30831,7.2
CVE-2025-30832,6.1
CVE-2025-30833,6.1
CVE-2025-30834,"7.7
"
CVE-2025-30835,7.2
CVE-2025-30836,7.4
CVE-2025-30837,7.4
CVE-2025-30838,"7.2
"
CVE-2025-30839,"7.2
"
CVE-2025-3084,"7.3
"
CVE-2025-30840,"7.4
"
CVE-2025-30841,"9.1
"
CVE-2025-30842,"6.1
"
CVE-2025-30843,"7.9
"
CVE-2025-30844,"7.4
"
CVE-2025-30845,7.2
CVE-2025-30846,"7.1
"
CVE-2025-30847,"7.3
"
CVE-2025-30848,7.4
CVE-2025-30849,"7.4
"
CVE-2025-3085,7.3
CVE-2025-30850,"7.3
"
CVE-2025-30851,7.2
CVE-2025-30852,7.4
CVE-2025-30853,"7.2
"
CVE-2025-30854,6.1
CVE-2025-30855,7.2
CVE-2025-30856,"6.1
"
CVE-2025-30857,"7.5
"
CVE-2025-30858,"6.1
"
CVE-2025-30859,6.1
CVE-2025-30860,6.1
CVE-2025-30861,7.2
CVE-2025-30862,6.1
CVE-2025-30863,6.1
CVE-2025-30864,"7.2
"
CVE-2025-30865,6.1
CVE-2025-30866,7.2
CVE-2025-30867,7.4
CVE-2025-30868,7.2
CVE-2025-30869,6.1
CVE-2025-30870,"7.5
"
CVE-2025-30871,7.5
CVE-2025-30872,"5.4
"
CVE-2025-30873,"7.8
"
CVE-2025-30874,7.2
CVE-2025-30876,"7.9
"
CVE-2025-30877,7.2
CVE-2025-30878,"7.8
"
CVE-2025-30879,"7.9
"
CVE-2025-30880,"7.2
"
CVE-2025-30881,"7.2
"
CVE-2025-30882,"7.8
"
CVE-2025-30883,7.2
CVE-2025-30884,6.1
CVE-2025-30885,6.1
CVE-2025-30886,"7.9
"
CVE-2025-30887,"7.2
"
CVE-2025-30888,"6.1
"
CVE-2025-30889,"9.1
"
CVE-2025-30890,7.1
CVE-2025-30891,"7.2
"
CVE-2025-30892,"9.1
"
CVE-2025-30893,"7.4
"
CVE-2025-30894,"7.2
"
CVE-2025-30895,"7.7
"
CVE-2025-30896,"7.2
"
CVE-2025-30897,7.7
CVE-2025-30898,7.4
CVE-2025-30899,"7.4
"
CVE-2025-30900,"7.8
"
CVE-2025-30901,7.2
CVE-2025-30902,7.4
CVE-2025-30903,"7.4
"
CVE-2025-30904,"7.0
"
CVE-2025-30905,"7.0
"
CVE-2025-30906,7.4
CVE-2025-30907,"7.4
"
CVE-2025-30908,7.4
CVE-2025-30909,"7.2
"
CVE-2025-30910,"7.7
"
CVE-2025-30911,"9.1
"
CVE-2025-30912,6.1
CVE-2025-30913,7.4
CVE-2025-30914,"7.2
"
CVE-2025-30915,"7.2
"
CVE-2025-30916,7.2
CVE-2025-30917,6.1
CVE-2025-30918,"7.2
"
CVE-2025-30919,6.1
CVE-2025-30920,"7.7
"
CVE-2025-30921,"7.9
"
CVE-2025-30922,"7.4
"
CVE-2025-30923,6.1
CVE-2025-30924,"6.1
"
CVE-2025-30925,"7.0
"
CVE-2025-30926,"7.2
"
CVE-2025-30961,6.1
CVE-2025-30963,6.1
CVE-2025-3097,7.2
CVE-2025-30971,7.9
CVE-2025-3098,6.1
CVE-2025-30987,"7.4
"
CVE-2025-3099,7.1
CVE-2025-31001,7.7
CVE-2025-31010,6.1
CVE-2025-31016,7.2
CVE-2025-31024,"7.9
"
CVE-2025-31031,7.9
CVE-2025-31043,6.1
CVE-2025-3105,7.0
CVE-2025-31073,"7.7
"
CVE-2025-31074,"7.8
"
CVE-2025-31075,6.1
CVE-2025-31076,"7.2
"
CVE-2025-31077,7.4
CVE-2025-31078,7.4
CVE-2025-31079,6.1
CVE-2025-31080,"7.0
"
CVE-2025-31081,"7.4
"
CVE-2025-31082,"7.2
"
CVE-2025-31083,"7.3
"
CVE-2025-31084,"9.1
"
CVE-2025-31085,7.4
CVE-2025-31086,6.1
CVE-2025-31087,9.1
CVE-2025-31088,"7.4
"
CVE-2025-31089,"7.9
"
CVE-2025-31090,"7.8
"
CVE-2025-31091,7.2
CVE-2025-31092,7.6
CVE-2025-31093,6.1
CVE-2025-31094,"7.7
"
CVE-2025-31095,"7.7
"
CVE-2025-31096,"7.4
"
CVE-2025-31097,"7.7
"
CVE-2025-31098,7.2
CVE-2025-31099,7.9
CVE-2025-31101,"7.2
"
CVE-2025-31102,7.4
CVE-2025-31116,7.7
CVE-2025-31119,"9.1
"
CVE-2025-31123,8.2
CVE-2025-31124,"6.3
"
CVE-2025-31125,6.1
CVE-2025-31126,7.6
CVE-2025-31127,7.7
CVE-2025-31129,"7.5
"
CVE-2025-31130,"7.8
"
CVE-2025-31131,7.7
CVE-2025-31132,"9.1
"
CVE-2025-31135,7.5
CVE-2025-31139,"5.3
"
CVE-2025-31140,6.1
CVE-2025-31141,6.1
CVE-2025-31160,6.1
CVE-2025-31161,9.1
CVE-2025-31162,4.4
CVE-2025-31163,"5.3
"
CVE-2025-31164,"5.9
"
CVE-2025-31176,7.6
CVE-2025-31178,7.0
CVE-2025-31179,"7.3
"
CVE-2025-31180,7.1
CVE-2025-31181,7.2
CVE-2025-31282,"7.8
"
CVE-2025-31283,"7.8
"
CVE-2025-31284,"7.7
"
CVE-2025-31285,7.6
CVE-2025-31286,"9.1
"
CVE-2025-31335,"7.2
"
CVE-2025-31376,7.2
CVE-2025-31381,7.2
CVE-2025-31384,6.1
CVE-2025-31386,"7.2
"
CVE-2025-31387,7.4
CVE-2025-31389,"7.4
"
CVE-2025-31403,7.7
CVE-2025-31405,7.4
CVE-2025-31406,6.1
CVE-2025-31407,7.2
CVE-2025-31408,7.2
CVE-2025-31409,"7.4
"
CVE-2025-31410,5.3
CVE-2025-31412,6.1
CVE-2025-31414,7.4
CVE-2025-31415,7.2
CVE-2025-31416,"7.4
"
CVE-2025-31417,7.2
CVE-2025-31418,"7.4
"
CVE-2025-31419,6.1
CVE-2025-31420,7.7
CVE-2025-31421,"7.3
"
CVE-2025-31431,7.4
CVE-2025-31432,7.0
CVE-2025-31433,7.4
CVE-2025-31434,7.4
CVE-2025-31435,7.5
CVE-2025-31436,"7.4
"
CVE-2025-31437,6.1
CVE-2025-31438,6.1
CVE-2025-31439,5.3
CVE-2025-31440,7.5
CVE-2025-31441,"7.4
"
CVE-2025-31442,"6.1
"
CVE-2025-31443,6.1
CVE-2025-31444,"7.0
"
CVE-2025-31445,"7.4
"
CVE-2025-31446,7.4
CVE-2025-31447,"6.1
"
CVE-2025-31448,6.1
CVE-2025-31449,"7.5
"
CVE-2025-31450,7.4
CVE-2025-31451,7.4
CVE-2025-31452,"7.7
"
CVE-2025-31453,"7.7
"
CVE-2025-31454,6.1
CVE-2025-31455,6.1
CVE-2025-31456,6.1
CVE-2025-31457,6.1
CVE-2025-31458,7.4
CVE-2025-31459,7.5
CVE-2025-31460,7.0
CVE-2025-31461,"7.4
"
CVE-2025-31462,6.1
CVE-2025-31463,7.1
CVE-2025-31464,"7.2
"
CVE-2025-31465,"7.2
"
CVE-2025-31466,"7.9
"
CVE-2025-31467,"7.4
"
CVE-2025-31468,"6.1
"
CVE-2025-31469,"7.2
"
CVE-2025-31470,"7.2
"
CVE-2025-31471,7.4
CVE-2025-31472,"7.3
"
CVE-2025-31473,7.4
CVE-2025-31474,6.1
CVE-2025-31479,"6.4
"
CVE-2025-31480,"8.8
"
CVE-2025-31481,7.1
CVE-2025-31485,"6.1
"
CVE-2025-31486,7.2
CVE-2025-31487,7.6
CVE-2025-31525,"7.2
"
CVE-2025-31526,"7.9
"
CVE-2025-31527,"7.2
"
CVE-2025-31528,7.2
CVE-2025-31529,7.2
CVE-2025-31530,"7.2
"
CVE-2025-31531,"7.9
"
CVE-2025-31532,7.0
CVE-2025-31533,7.2
CVE-2025-31534,"7.9
"
CVE-2025-31535,6.1
CVE-2025-31536,7.4
CVE-2025-31537,"7.4
"
CVE-2025-31538,7.2
CVE-2025-31539,7.2
CVE-2025-31540,"7.2
"
CVE-2025-31541,7.2
CVE-2025-31542,"7.9
"
CVE-2025-31543,"7.4
"
CVE-2025-31544,"7.2
"
CVE-2025-31545,"7.2
"
CVE-2025-31546,"7.2
"
CVE-2025-31547,"7.9
"
CVE-2025-31548,7.4
CVE-2025-31549,6.1
CVE-2025-3155,"7.8
"
CVE-2025-31550,"7.7
"
CVE-2025-31551,"7.9
"
CVE-2025-31552,"7.9
"
CVE-2025-31553,"7.9
"
CVE-2025-31554,7.7
CVE-2025-31555,7.2
CVE-2025-31556,7.0
CVE-2025-31557,6.1
CVE-2025-31558,7.6
CVE-2025-31559,"6.1
"
CVE-2025-31560,7.7
CVE-2025-31561,"7.9
"
CVE-2025-31562,"6.1
"
CVE-2025-31563,"7.4
"
CVE-2025-31564,"7.9
"
CVE-2025-31566,"7.5
"
CVE-2025-31567,"7.8
"
CVE-2025-31568,6.1
CVE-2025-31569,6.1
CVE-2025-31570,7.9
CVE-2025-31571,"7.4
"
CVE-2025-31572,6.1
CVE-2025-31573,"7.1
"
CVE-2025-31574,7.0
CVE-2025-31575,"6.1
"
CVE-2025-31576,"7.2
"
CVE-2025-31577,"9.1
"
CVE-2025-31578,"7.4
"
CVE-2025-31579,"7.9
"
CVE-2025-31580,6.6
CVE-2025-31581,7.2
CVE-2025-31582,7.4
CVE-2025-31583,"7.5
"
CVE-2025-31584,"7.2
"
CVE-2025-31585,"6.1
"
CVE-2025-31586,"7.2
"
CVE-2025-31587,"7.1
"
CVE-2025-31588,5.4
CVE-2025-31589,7.0
CVE-2025-31590,"7.8
"
CVE-2025-31591,"7.2
"
CVE-2025-31592,"7.4
"
CVE-2025-31593,"7.4
"
CVE-2025-31594,"7.4
"
CVE-2025-31595,"7.4
"
CVE-2025-31596,7.2
CVE-2025-31597,"7.4
"
CVE-2025-31598,7.0
CVE-2025-31600,5.3
CVE-2025-31601,6.1
CVE-2025-31602,6.1
CVE-2025-31603,"7.2
"
CVE-2025-31604,6.1
CVE-2025-31605,7.0
CVE-2025-31606,"7.2
"
CVE-2025-31607,"7.8
"
CVE-2025-31608,7.0
CVE-2025-31609,7.2
CVE-2025-31610,"7.1
"
CVE-2025-31611,"7.2
"
CVE-2025-31612,"7.8
"
CVE-2025-31613,6.1
CVE-2025-31614,7.0
CVE-2025-31615,"7.4
"
CVE-2025-31616,6.1
CVE-2025-31617,5.3
CVE-2025-31618,7.2
CVE-2025-31619,"7.9
"
CVE-2025-31620,"7.2
"
CVE-2025-31621,6.1
CVE-2025-31622,7.2
CVE-2025-31623,6.1
CVE-2025-31624,"6.1
"
CVE-2025-31625,7.1
CVE-2025-31626,7.4
CVE-2025-31627,"7.3
"
CVE-2025-31628,7.2
CVE-2025-31629,7.4
CVE-2025-31729,7.6
CVE-2025-31730,7.1
CVE-2025-31731,7.6
CVE-2025-31732,"7.2
"
CVE-2025-31733,"7.0
"
CVE-2025-31734,6.1
CVE-2025-31735,7.2
CVE-2025-31736,7.2
CVE-2025-31737,"7.8
"
CVE-2025-31738,7.4
CVE-2025-31739,7.2
CVE-2025-31740,7.0
CVE-2025-31741,"6.1
"
CVE-2025-31742,"7.3
"
CVE-2025-31743,"7.0
"
CVE-2025-31744,7.0
CVE-2025-31745,7.2
CVE-2025-31746,7.2
CVE-2025-31747,6.1
CVE-2025-31748,7.3
CVE-2025-31749,"7.4
"
CVE-2025-31750,"7.8
"
CVE-2025-31751,5.3
CVE-2025-31752,"7.2
"
CVE-2025-31753,"5.3
"
CVE-2025-31754,"7.7
"
CVE-2025-31755,7.2
CVE-2025-31756,"6.1
"
CVE-2025-31757,"7.2
"
CVE-2025-31758,"7.2
"
CVE-2025-31759,"7.3
"
CVE-2025-31760,6.1
CVE-2025-31761,"7.2
"
CVE-2025-31762,7.1
CVE-2025-31763,"5.3
"
CVE-2025-31764,7.4
CVE-2025-31765,"7.2
"
CVE-2025-31766,"7.0
"
CVE-2025-31767,7.2
CVE-2025-31768,6.1
CVE-2025-31769,6.1
CVE-2025-31770,"7.2
"
CVE-2025-31771,"7.8
"
CVE-2025-31772,7.6
CVE-2025-31773,"7.2
"
CVE-2025-31774,"7.7
"
CVE-2025-31775,6.1
CVE-2025-31776,6.1
CVE-2025-31777,6.1
CVE-2025-31778,7.4
CVE-2025-31779,6.1
CVE-2025-31780,"7.2
"
CVE-2025-31781,"7.2
"
CVE-2025-31782,"7.2
"
CVE-2025-31783,7.4
CVE-2025-31784,6.1
CVE-2025-31785,6.1
CVE-2025-31786,7.2
CVE-2025-31787,7.2
CVE-2025-31788,"7.3
"
CVE-2025-31789,"7.2
"
CVE-2025-31790,"6.1
"
CVE-2025-31791,7.2
CVE-2025-31792,7.1
CVE-2025-31793,7.2
CVE-2025-31794,7.2
CVE-2025-31795,7.2
CVE-2025-31796,7.2
CVE-2025-31797,7.4
CVE-2025-31798,"7.2
"
CVE-2025-31799,7.6
CVE-2025-31800,7.8
CVE-2025-31801,7.4
CVE-2025-31802,"7.2
"
CVE-2025-31803,"7.2
"
CVE-2025-31804,7.2
CVE-2025-31805,"7.4
"
CVE-2025-31806,7.4
CVE-2025-31807,6.1
CVE-2025-31808,6.1
CVE-2025-31809,6.1
CVE-2025-31810,7.7
CVE-2025-31811,7.4
CVE-2025-31812,7.2
CVE-2025-31813,"7.7
"
CVE-2025-31814,6.1
CVE-2025-31815,7.0
CVE-2025-31816,"7.2
"
CVE-2025-31817,6.1
CVE-2025-31818,7.0
CVE-2025-31819,7.4
CVE-2025-31820,7.2
CVE-2025-31821,"6.1
"
CVE-2025-31822,"7.2
"
CVE-2025-31823,"7.0
"
CVE-2025-31824,"7.2
"
CVE-2025-31825,"7.8
"
CVE-2025-31826,"7.2
"
CVE-2025-31827,7.7
CVE-2025-31828,6.1
CVE-2025-31829,6.1
CVE-2025-31830,"7.2
"
CVE-2025-31831,"7.2
"
CVE-2025-31832,6.1
CVE-2025-31833,"7.7
"
CVE-2025-31834,"7.2
"
CVE-2025-31835,6.1
CVE-2025-31836,7.2
CVE-2025-31837,7.0
CVE-2025-31838,6.1
CVE-2025-31839,6.1
CVE-2025-31840,6.1
CVE-2025-31841,7.2
CVE-2025-31842,7.7
CVE-2025-31843,7.2
CVE-2025-31844,"7.1
"
CVE-2025-31845,"6.1
"
CVE-2025-31846,"7.2
"
CVE-2025-31847,"7.4
"
CVE-2025-31848,7.6
CVE-2025-31849,7.4
CVE-2025-31850,"7.2
"
CVE-2025-31851,7.4
CVE-2025-31852,6.1
CVE-2025-31853,7.0
CVE-2025-31854,"7.2
"
CVE-2025-31855,7.3
CVE-2025-31856,7.7
CVE-2025-31857,7.7
CVE-2025-31858,7.2
CVE-2025-31859,6.1
CVE-2025-31860,"7.1
"
CVE-2025-31861,7.0
CVE-2025-31862,7.2
CVE-2025-31863,"7.2
"
CVE-2025-31864,"7.8
"
CVE-2025-31865,"7.2
"
CVE-2025-31866,7.2
CVE-2025-31867,7.2
CVE-2025-31868,"7.2
"
CVE-2025-31869,"7.7
"
CVE-2025-31870,"7.2
"
CVE-2025-31871,6.1
CVE-2025-31872,"7.2
"
CVE-2025-31873,7.1
CVE-2025-31874,"7.4
"
CVE-2025-31875,"7.4
"
CVE-2025-31876,"7.2
"
CVE-2025-31877,7.2
CVE-2025-31878,7.2
CVE-2025-31879,7.2
CVE-2025-31880,6.1
CVE-2025-31881,7.2
CVE-2025-31882,"7.2
"
CVE-2025-31883,"7.0
"
CVE-2025-31884,7.1
CVE-2025-31885,"6.1
"
CVE-2025-31886,7.2
CVE-2025-31887,7.2
CVE-2025-31888,5.8
CVE-2025-31889,6.1
CVE-2025-31890,7.4
CVE-2025-31891,"7.8
"
CVE-2025-31892,"7.3
"
CVE-2025-31893,7.4
CVE-2025-31894,7.0
CVE-2025-31895,"7.8
"
CVE-2025-31896,"7.2
"
CVE-2025-31897,7.0
CVE-2025-31898,"7.4
"
CVE-2025-31899,6.1
CVE-2025-31900,7.4
CVE-2025-31901,"7.4
"
CVE-2025-31902,6.1
CVE-2025-31903,"7.4
"
CVE-2025-31904,6.1
CVE-2025-31905,"7.4
"
CVE-2025-31906,6.1
CVE-2025-31907,"7.4
"
CVE-2025-31908,"7.5
"
CVE-2025-31909,"7.2
"
CVE-2025-3191,"7.5
"
CVE-2025-31910,"7.9
"
CVE-2025-31911,"7.9
"
CVE-2025-3192,7.2
CVE-2025-3194,7.0
CVE-2025-3197,"7.3
"
CVE-2025-32049,6.1
CVE-2025-32050,6.1
CVE-2025-32051,5.3
CVE-2025-32052,7.2
CVE-2025-32053,"7.2
"
CVE-2025-32054,5.3
CVE-2025-32111,"3.1
"
CVE-2025-32112,5.7
CVE-2025-32113,"6.1
"
CVE-2025-32118,9.1
CVE-2025-32120,"7.9
"
CVE-2025-32121,"7.9
"
CVE-2025-32122,7.1
CVE-2025-32124,7.9
CVE-2025-32125,7.9
CVE-2025-32126,"7.9
"
CVE-2025-32127,7.9
CVE-2025-32129,"7.0
"
CVE-2025-32130,"7.8
"
CVE-2025-32131,"7.4
"
CVE-2025-32132,"7.1
"
CVE-2025-32133,"7.2
"
CVE-2025-32134,7.6
CVE-2025-32135,"7.6
"
CVE-2025-32136,7.4
CVE-2025-32137,"7.8
"
CVE-2025-32138,7.6
CVE-2025-32141,7.2
CVE-2025-32142,7.1
CVE-2025-32146,7.2
CVE-2025-32147,"7.2
"
CVE-2025-32148,7.9
CVE-2025-32149,"7.9
"
CVE-2025-32150,7.2
CVE-2025-32151,"7.8
"
CVE-2025-32152,7.0
CVE-2025-32153,7.1
CVE-2025-32154,"7.8
"
CVE-2025-32155,7.0
CVE-2025-32156,"7.2
"
