cve_id,AV_response,AC_response,PR_response,UI_response,S_response,C_response,I_response,A_response
CVE-2025-30352,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30353,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30355,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30358,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30368,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30369,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30370,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30406,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3047,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30472,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3048,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30520,AV:N,AC:L,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30521,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30522,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30523,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30524,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30525,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30526,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30527,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30528,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30529,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30530,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30531,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30532,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30533,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30534,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30535,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30536,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30537,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30538,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:L,A:H
CVE-2025-30539,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30540,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30541,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30542,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30543,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30544,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30545,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30546,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30547,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30548,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30549,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30550,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30551,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30552,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30553,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30554,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30555,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30556,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30557,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30558,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30559,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30560,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30561,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30563,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30564,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30565,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30566,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30567,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30568,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30569,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30570,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30571,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30572,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30573,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30574,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30575,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30576,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30577,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30578,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30579,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30580,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30581,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30583,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30584,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30585,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30586,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30587,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30588,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30589,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30590,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30591,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30592,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30593,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30594,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30595,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30596,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30597,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30598,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30599,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30600,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30601,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30602,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30603,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30604,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30605,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30606,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30607,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30608,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30609,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30610,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30611,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30612,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30613,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30614,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30615,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30616,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30617,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30619,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30620,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30621,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30622,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30623,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3063,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30741,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30742,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:L,A:L
CVE-2025-30763,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30764,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30765,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30766,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30767,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30768,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30769,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30770,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30771,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30772,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30773,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30774,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30775,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30776,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30777,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30778,AV:N,AC:L,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30779,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30780,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30781,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30782,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30783,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30784,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30785,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30786,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30787,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30788,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30789,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30790,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30791,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30792,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30793,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30794,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30795,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30796,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30797,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30798,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
