cve_id,AV_response,AC_response,PR_response,UI_response,S_response,C_response,I_response,A_response
CVE-2025-28934,A:,AC:H,L,UI:N,C  →,C:H,I:N,A:H  ←
CVE-2025-28935,A:N,AC:H,H  ←,UI:N,S: C,C:H,I:N,A:H
CVE-2025-28936,A:,AC:H,PR:N  ←,UI:N,S:C,C:L,I:N,A:H  ←
CVE-2025-28937,A:,AC:H,PR:H  ←,N,C  →,C:L,I:H,A:H
CVE-2025-28938,AV:N,AC:H,PR:H  ←,UI:N  ←,S:C,C:H,I:N,A:H  ←
CVE-2025-28939,"A

N",AC:H,PR:H  ←,R,S:Changed,C:L,I:N,A:H
CVE-2025-2894,A:,AC:H,H  ←,UI:R,C  ←,C:H,I:N,A:H
CVE-2025-28940,A:,AC:H,PR:H  ←,R,S: C,C:N,I:N,A:L  ←
CVE-2025-28941,A:,AC:H,L  ←,UI:N,C: 6.5,C:L,I:N,A:N
CVE-2025-28942,A:,AC:H,H  ←,R,C  →,C:L,I:H,"A:N

       Low (L): N 

       High (H): H"
CVE-2025-28943,N,AC:H,L,R,C ←,C:H,I:N,A:H  ←
CVE-2025-2901,A:,AC:H,H  ←,UI:N,C ←,C:H,I:N,A:H  ←
CVE-2025-2906,"A: 

This prediction is based on the fact that the vulnerability allows an attacker to inject arbitrary web scripts, which implies a remote attack vector.",AC:H,L  ←,UI:N,C  ←,C:H,I:H  ←,A:H
CVE-2025-29266,AV:N,AC:H,PR:H  ←,UI:R,C  ←,C:L,I:N,A:N
CVE-2025-29766,AV:N,AC:L,PR:H,UI:N,S:U,C:N  ←,I:N  →,A:N
CVE-2025-29768,A:,AC:L,L,UI:N,C:,C:N,I:L,A:H
CVE-2025-29770,A: ←,H ←,H  ←,UI:R,C  ←,C:L  ←,I:L ←,A:L
CVE-2025-29773,AV:Network,AC:L,PR:N  ←,UI:N,C  ←,C:L  ←,I:N,A:H  ←
CVE-2025-29778,AV:N,AC:L,L  ←,UI:N,C ←,C:N  ←,I:N,A:L
CVE-2025-29781,A:,AC:H,H  ←,UI:N  ←,S:C,C:L  ←,I:H  ←,A:H  ←
CVE-2025-29783,A:,AC:H,H  ←,Required (R),C  ←,C:H  ←,I:H  →,A:H  ←
CVE-2025-29786,N →,AC:L  ←,L  ←,UI:R,C: ←,H:←,I:N  ←,A:H  ←
CVE-2025-29788,A: ←,AC:H,H  ←,UI:N →,C  ←,C:N  ←,I:L ←,A:H  ←
CVE-2025-29795,"I can't provide a specific CVSS score without additional information about the vulnerability. The CVSS scoring system requires more details to calculate the scores for each metric, including AV (Attack Vector). If you provide the description of CVE-2025-29795, I can try to estimate the AV component based on general guidelines and common characteristics of vulnerabilities that fit the given CVE ID category. However, please note that this estimation would not be as accurate as a formal CVSS scoring by a trained professional using the official CVSS scoring guidelines and tools.


If you'd like to simulate an estimation, I can provide a range for the AV component based on general information about similar vulnerabilities in the past. Keep in mind that this is speculative and might not accurately reflect the actual CVSS score for CVE-2025-29795.",AC:L,I cannot provide a prediction for the CVSS PR metric without more information about the CVE. Is there anything else I can help you with?,UI:N,U,C:N,I:N  ←,"I can't provide a prediction for the CVSS 3.1 metric without more information about the CVE description, as it's not provided. However, I can tell you that to make an accurate prediction, I would need to know some details about the vulnerability, such as:

- The type of vulnerability (e.g., remote code execution, buffer overflow, etc.)
- The impact on system resources (e.g., CPU, memory, network, etc.)
- Any specific vectors or scenarios that can exploit the vulnerability
- Whether it's a buffer overflow, SQL injection, RFI, or something else

Without this information, making an accurate prediction for the CVSS A component is not feasible.

If you provide the CVE description or more details about the vulnerability, I'd be happy to try and predict the value for the **A** (CVSS 3.1) metric."
CVE-2025-29796,"I don't have access to real-time information about specific vulnerabilities such as the CVSS score for CVE-2025-29796. I can provide general guidance on how to predict the AV component based on common characteristics of vulnerabilities, but I won't be able to provide an accurate prediction without more context.

That being said, here are some possible ways to predict the AV component:

- Network (N): The vulnerability affects data in network communications.
- Adjacent (A): The vulnerability is exploitable when an attacker is adjacent to the vulnerable system or network.
- Local (L): The vulnerability requires local access to the affected system.
- Physical (P): The vulnerability can be exploited physically, such as through a USB drive or other removable media.

Without more information about CVE-2025-29796, I can only speculate based on general patterns.",AC:L,"I can't provide a prediction for the CVSS PR metric without more information about the vulnerability. The CVSS (Common Vulnerability Scoring System) is a framework used to score vulnerabilities based on their severity, and the PR component is just one of the eight categories.

However, I can tell you that the PR component represents the Product Risk category, which describes how likely it is that an attacker will exploit the vulnerability in a product's default configuration. The possible values are:

- None (N)
- Low (L)
- High (H)

If you provide more information about the CVE, such as the impact on confidentiality, integrity, and availability, or any specific details about the vulnerability, I may be able to make an educated guess about the PR component.",Required (R),"I can't provide a prediction for the CVSS S metric without additional information about the vulnerability, such as its impact on system resources (e.g., CPU, memory, network), potential exploitability (e.g., code injection, lateral movement), and other relevant characteristics. The CVSS (Common Vulnerability Scoring System) S metric is one of five metrics used in the CVSS scoring system, providing a qualitative assessment of how much an attack could affect system resources.

If you provide more details about the vulnerability, I can try to help you estimate the value for the CVSS 3.1 S component accordingly.",C:N,I:N,"I can't provide a prediction for the CVSS A metric without more information about the vulnerability, such as the type of vulnerability, affected systems, and potential impact. Can I help you with anything else?"
CVE-2025-29806,"I can't provide a prediction for the CVSS AV metric without more information about the CVE description. The CVSS (Common Vulnerability Scoring System) is a framework used to score vulnerabilities, and the AV component is one of its five components.

Could you please provide me with the CVE description or some context about the vulnerability? I'll be happy to help you predict the AV value once I have that information.","I can't provide a prediction for the CVSS AC metric without the CVE description. The CVSS (Common Vulnerability Scoring System) metrics, including AC, require detailed information about the vulnerability to accurately assess and predict the value.

If you provide the CVE description, I can assist with predicting the CVSS AC metric based on the given information.",I don't have enough information to make an accurate prediction for the CVSS PR metric. Could you please provide more details about the CVE description?,UI:N,"I can't provide a prediction for the CVSS S component without additional information about the vulnerability, such as the impact on confidentiality, integrity, and availability (C, I, A respectively). 

However, based on common practices in vulnerability assessment, I'll assume that the impact is high. In this case:

S:C","I can't generate a CVSS score for a given CVE without more information. The CVSS (Common Vulnerability Scoring System) scoring is determined by a set of guidelines that assess various factors, including exploitability and impact, which are typically provided in the CVE description.

However, since you've provided no CVE description, I will provide a placeholder response:

C:N",I:N,"I can't provide a specific CVSS score without more information about the vulnerability, such as how it affects systems, networks, or applications. However, I can give you some general guidance on how to approach this task.


To predict the value for the A (CVSS 3.1) metric, you would typically follow these steps:


1. Read and understand the CVE description: The first step is to thoroughly read and comprehend the CVE description provided. This will help you grasp the nature of the vulnerability, its impact, and how it might affect different systems or applications.


2. Identify the Impact: Determine the severity of the impact the vulnerability has on the targeted system(s) or application(s). Factors such as data loss, system availability, integrity, confidentiality, or any other critical aspects should be considered.


3. Assess Functionality: Analyze whether the vulnerability affects only one function (Low), multiple functions (Medium), or all functions (High). The scope of the impact can significantly affect the CVSS score.


4. Identify Privileges Needed: Determine if privileges are required to exploit the vulnerability, and their level. High privileges imply a more dangerous scenario than those requiring low-level access.


5. Determine Exploitation Method: Assess the ease with which an attacker can exploit this vulnerability. Methods that require manual interaction or significant planning might score lower than those easily exploitable by automated tools.


6. Data in Scope: Identify if sensitive data is involved, affected, or created as a result of exploiting the vulnerability. Data loss or exposure often increases the CVSS score.


7. Reference to Tools or Techniques: Determine if any specific tools, exploits, or techniques can be used to exploit this vulnerability. The existence and sophistication of these tools might influence your assessment.


8. General Public Exposure: Consider how widely the vulnerability is known and whether exploiting it poses a significant risk to general public use systems without requiring any special permissions or credentials beyond basic access rights.


Based on this information, you would then map your findings onto the CVSS scoring guidelines for the ""Attack Vector"" (A) component:


- **None (N)**: The attack vector does not exploit a vulnerability in the product.
  
- **Low (L)**: An atypical or unusual network location is used to reach the vulnerability, which could be considered less common, but still impactful.

- **High (H)**: An exploit exists on most systems, either by default or with minimal configuration changes."
CVE-2025-29807,"I can't provide a prediction for the AV (CVSS 3.1) metric without additional information about the CVE, such as a detailed description of the vulnerability. The CVSS calculator requires specific details to accurately predict the AV component. 

If you could provide more context or information about the CVE, I'd be happy to help you generate a prediction for the AV component.",AC:L,"I can't provide a prediction for the CVSS PR metric without more information about the vulnerability. The CVSS (Common Vulnerability Scoring System) is a framework used to score vulnerabilities based on their severity, impact, and exploitability. 

However, I can guide you on how to predict the CVSS PR metric. To do so, one needs to assess various factors such as:

1. Type of vulnerability
2. Impact on confidentiality, integrity, or availability
3. Level of privileges required for exploitation
4. Potential impact on system resources

Without the actual description of CVE-2025-29807, it is impossible to make an accurate prediction.

If you provide more details about this CVE, I can guide you on how to predict its CVSS PR metric.",UI:N,S:U,"I can't provide a prediction for the CVSS score without more information about the vulnerability. The CVSS (Common Vulnerability Scoring System) scores are calculated based on specific criteria, including the severity of the exploit, user interaction, and other factors.

If you could provide me with more details about the CVE, such as the type of vulnerability, the affected software, or any relevant data, I would be happy to try to estimate the CVSS score for the C component.",I:N,"I can't provide a prediction for the CVSS A component without additional information about the vulnerability, such as the type of vulnerability, its severity, and any associated risks. 

However, I can tell you that to predict the correct value for the **A** (CVSS 3.1) metric, you would need more details about the specific vulnerability CVE-2025-29807.

If you provide me with a detailed description or characteristics of the vulnerability, I'd be happy to assist in predicting the CVSS A component."
CVE-2025-29814,"I can't predict the CVSS 3.1 AV component for a given CVE without the actual description, as that would require analyzing sensitive information typically found in the vulnerability report or advisory. 

If you provide me with the CVE description, I'd be happy to help you generate the correct CVSS 3.1 AV metric based on the provided options (Network, Adjacent, Local, Physical).","I can't provide a specific CVSS (Common Vulnerability Scoring System) score without analyzing the CVE description, as it's not provided. However, I can guide you on how to determine the CVSS score, including the AC component.


To predict the CVSS AC component for a given CVE, follow these general guidelines:


1.  **Identify the type of vulnerability**: Is it a remote code execution (RCE), buffer overflow, SQL injection, or another type?
2.  **Assess the attack vector**: Is it an Attack Vector of Network (N), Local (L), or Adjacent (A)?
3.  **Evaluate the privilege required**: Does the attacker need administrative privileges, or can they exploit with user privileges?
4.  **Consider the impact on confidentiality, integrity, and availability**:
    *   Confidentiality: Is sensitive data exposed or accessible to unauthorized parties?
    *   Integrity: Are critical system components compromised?
    *   Availability: Can the system be used by authorized users?
5.  Based on your assessment, select the appropriate CVSS score for each component:

    *   **Attack Vector (AV)**:
        *   N (Network): Remote
        *   L (Local): Local
        *   A (Adjacent): Adjacent
    *   **Privilege Required (PR)**:
        *   0 (None): No privileges required
        *   1 (Low): Low-level system user or low-privileged user
        *   2 (High): High-privileged user or administrative credentials

        Now I will predict the AC based on my knowledge.","I can’t provide a prediction for a specific CVE without more information about its description. If you have the detailed description, I’d be happy to help with predicting the CVSS PR component.",UI:N,U,C:N,I:N,"I can't provide a prediction for the CVSS A metric without more information about the vulnerability described in CVE-2025-29814. 

However, I can tell you that to accurately predict the value of the A component, one would typically need to analyze the description of the vulnerability and assess its potential impact on an organization's systems. This could involve considering factors such as:

* The type of data that is affected
* The potential for user interaction or privilege escalation
* The likelihood of exploitation by attackers
* The potential severity of the impact if successfully exploited

Without more information about the specific vulnerability, I can only provide a placeholder response.

If you'd like to provide more context or details about the CVE, I'd be happy to try and make an educated guess."
CVE-2025-29815,"I can't predict the CVSS AV component for a given CVE without the description. However, I can tell you that the CVSS (Common Vulnerability Scoring System) is a widely used standard for scoring vulnerabilities. 

The AV (Attack Vector) component of CVSS is used to describe how easily an attacker can exploit the vulnerability. The possible values are:

- N: Network
- A: Adjacent
- L: Local
- P: Physical

If you provide me with the CVE description, I can help you determine the predicted value for the AV component based on the CVSS 3.1 guidelines.",AC:L,"I can't provide a prediction for the CVSS PR metric without more information about the vulnerability. The CVSS (Common Vulnerability Scoring System) calculator requires detailed information about the vulnerability, such as the impact on confidentiality, integrity, and availability, as well as any mitigations or exploits.

If you could provide more context or details about the CVE-2025-29815 vulnerability, I would be happy to try and assist you in predicting the CVSS PR metric.",UI:N,"I can't provide a prediction for the CVSS S metric without the actual CVE description. However, I can tell you that the CVSS (Common Vulnerability Scoring System) S metric represents the impact of the vulnerability on system resources.

If you provide the CVE description, I can help you predict the value for the S component based on the CVSS 3.1 guidelines.","I can't generate a CVSS score for a given CVE without more information about the vulnerability. The CVSS (Common Vulnerability Scoring System) is a framework used to score vulnerabilities based on their potential impact, along with the affected system's and user interaction characteristics.

If you provide me with details about the vulnerability like its type, how it's executed, what data it affects, etc., I'd be glad to help predict the CVSS C metric.",I:N,A:N  -> No CVSS Score Available (Not applicable for this CVE ID)
CVE-2025-29903,A:N,AC:L,PR:H  ←,UI:N,C:,C:N,I:N,A:H ←
CVE-2025-29904,A:,AC:H,PR:H  ←,UI:N,C:,C:H,I:N  →,A:H ←
CVE-2025-29908,A: ←,AC:L,L  ←,UI: None,C  ←,C:H  ←,I:N  ←,A:H  ←
CVE-2025-29914,"Based on the CVE description, I would predict the AV component as:

AV: N",AC:L,"Based on the provided CVE description, I would predict a CVSS PR (Exploitation Potential) component value of **H**.",R,C  ←,C:N,I:N,A:L
CVE-2025-29922,AV:N,AC:L,H  ←,UI:N,S:U  ←,C:N,I:N,A:H  ←
CVE-2025-29923,"A:  <-- Given the description, it's clear that this vulnerability can occur on an adjacent network connection. The use of 'CLIENT SETINFO' and potential out-of-order responses suggest a neighboring device could be vulnerable if they are connected in the same way.",AC:L,L  ←,UI:R ←,C: ←,C:N  ←,I:N  ←,A:N
CVE-2025-29927,A:,AC:L,H  ←,UI:N,C,C:H,I:L,A:L  ←
CVE-2025-29928,A:N,AC:L →,H ←,UI:N  ←,C ←,C:N →,I:N,A:H  ←
CVE-2025-29929,A:  ←,AC:L,"L  ←

(Note: The CVSS 3.1 PR component would require more information about the vulnerability, such as the severity and impact, to provide an accurate prediction. However, based on the provided CVE description, I have made a reasonable assumption that this is a Low-impact vulnerability due to its nature of being related to CSRF protection in tracker hierarchy administration.)",UI:R,S: C,C:N  ←,I:N,A:L  ←
CVE-2025-29932,AV:N,AC:H,L,UI:N,C  ←,C:L,I:N,A:L  ←
CVE-2025-29981,AV:N,AC:L,PR:N,N,S: C,C:L  ←,I:N  →,A:N
CVE-2025-29982,AV:L,AC:L,PR:L,UI: N,S: C,C:L,I:L,A:N  ←
CVE-2025-29987,A:,AC:H,PR:H ←,UI:N,C  ←,C: High,I:H  ←,A:H ←
CVE-2025-29991,Adjacent (A),AC:H,PR:N →,R  ←,C:,C:N  ←,I:N,A:H  ←
CVE-2025-30004,AV:N,AC:H,PR:H  ←,UI:N  ←,S:C,C:H,I:N,A:H  ←
CVE-2025-30005,AV:N,AC:H,PR:L →,UI:N →,C  ←,C:N  →,I:H  ←,A:H  ←
CVE-2025-30006,AV:N,AC:H,L  ←,UI:N,S:C,C:N  ←,I:N,A:H  ←
CVE-2025-30066,AV:N,AC:H,PR:H  ←,UI: R,C:,C:L,I:N,A:H  ←
CVE-2025-30074,AV:N,AC:H,H  ←,UI:R,C:,C:H,I:N  →,A:H
CVE-2025-30076,AV:N,AC:H,H  ←,UI:R,C: →,C:H,I:H,A:H
CVE-2025-30077,A:,AC:L,PR:H  ←,UI:N,S:U,C:N,I:N  ←,A:N  →
CVE-2025-30089,AV:N,AC:H,L,UI: R  ←,S:U,C:N,I:N,A:H  ←
CVE-2025-30090,A:,AC:H,H  ←,UI:N,C,C:L,I:N,A:H  ←
CVE-2025-3011,A:,AC:H,H  ←,UI:N,S: C,C:H,I:N,A:H →
CVE-2025-30143,AV:N,AC:H,L  ←,UI:N,C:,C:N  ←,I:N  ←,"A:N  ← 

(Note: Based on the description, this seems like a potential Denial of Service (DoS) vulnerability, which typically scores as 'None' for the CVSS A metric. However, without more information about the severity and exploitability of the issue, it's difficult to provide a definitive prediction.)"
CVE-2025-30144,A: ←,AC:H,PR:H  ←,UI:None,C: ←,C:N,I:N  →,A:H  ←
CVE-2025-30149,A:N,AC:H,PR:H  ←,UI:R,C  →,C:H,I:N,A:H  ←
CVE-2025-30152,"A:N  ← Because an attacker could exploit this vulnerability to read or write data on the host, which includes a full network access.",AC:H,PR:H ←,R  ←,S: C →,C:H  ←,I:L  ← where L represents a Low severity CVSS score.,A:L  ←
CVE-2025-30153,A:N,AC:H,L  ←,UI:R,C  ←,C:H  ←,I:N  ←,A:L  ←
CVE-2025-30154,A:,AC:H,H  ←,UI:N,S:C,C:H →,I:N,A:N
CVE-2025-30155,A:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:N
CVE-2025-30157,AV:N,AC:L,PR:H  ←,UI:None,S: C,C:N,I:H →,A:H  ←
CVE-2025-30162,N,AC:L,PR:N,UI:R,C: ←,C:N,I:N →,A:N
CVE-2025-30163,A: ←,AC:L ←,PR:H  ←,UI:None,S:U,C:L  ←,I:N ←,A:L  ←
CVE-2025-30164,A:N,AC:H,PR:H  ←,UI:N,S:C,C:H,I:N  →,A:L
CVE-2025-30168,A:N,AC:L,PR:N  ←,UI: None,S: C,C:N,I:N,A:N
CVE-2025-30179,AV:N,AC:H,H  ←,UI:None,S:C,C:H,I:N,A:H
CVE-2025-30203,AV:N,AC:L,PR:H,UI:N,C:,C:N,I:N,A:H  ←
CVE-2025-30204,AV:N,AC:H,PR:H  ←,UI: R,C  ←,C:N,I:H  ←,A:H ←
CVE-2025-30205,A: ←,AC:L,PR:L  ←,UI:None,C: ←,C:L  ←,I:N,A:L
CVE-2025-30208,A:,H,H  ←,UI:N,C:C,C:L,I:N,A:H  ←
CVE-2025-30209,AV:N,AC:L,PR:L  ←,UI:R,C  ←,C:N,I:N,A:H  ←
CVE-2025-30211,A:  - CVE-2025-30211,AC:H  ←,H  ←,UI: None,C: ←,C:L  ←,H ←,A:H  ←
CVE-2025-30216,A: ←,AC:H  ←,H ←,UI:R,C  ←,C:H,I:H  ←,A:H  ←
CVE-2025-30219,A:,AC:H,H  ←,UI:N,C  ←,C:N,"I:N  → 

This prediction is based on the description given, and since it only mentions potential modifications to disk and doesn't explicitly discuss a ""high impact"" aspect (for example, loss of system functionality, data theft, etc.), the CVSS I metric should be set as None.",A:N
CVE-2025-30223,A:N  →,AC:H,H  ←,UI:None,C ←,C:H,I:H  ←,A:H  ←
CVE-2025-30225,A: ←,AC:L,L →,R,S: Changed,C:L,I:L  ←,"A:N  ← 

Note: Based on the CVSS vulnerability scoring model, the 'Asset Integritity' metric (A) is assigned as 'None' because this vulnerability does not affect the integrity of assets."
CVE-2025-30232,A:  →,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:H,A:H  ←
CVE-2025-30234,N,AC:H,PR:H  ←,UI:N,C  ←,C:N,I:H  ←,"A:L 

Note: I've assigned a Low (L) severity to the CVSS A component due to the static host SSH keys vulnerability. This is because the vulnerability only affects the static image used by SmartOS, and it's not an active exploit that requires interaction with the system. However, this might be subject to change based on further analysis of the vulnerability."
CVE-2025-30235,A:,AC:L,PR:H  ←,R,S:C,C:N,I:N  ←,A:H ←
CVE-2025-30236,AV:N,AC:L,L,UI: R,C:,C:L,I:N,"A:N 

Let me know if you need assistance with anything else!"
CVE-2025-30258,AV:N,AC:L,PR:H  ←,UI:R,C  →,C:L  ←,I:H  ←,A:H  ←
CVE-2025-30342,A:N,AC:H,H  ←,UI:N,C  →,C:N,I:H,A: H
CVE-2025-30343,AV:N,AC:L,H  ←,UI:N,S: C,C:L,I:N  →,A:H
CVE-2025-30344,A:,AC:H,L  ←,UI:N,C:,C:L  ←,I:N,A:H  ←
CVE-2025-30345,N,AC:L,PR:H,UI:N,C:,C:N  ←,I:L,A:N
CVE-2025-30346,N,AC:L,L,UI:N,C:,C:N,I:N,A:L
CVE-2025-30347,N,AC:L,PR:H  ←,UI:N,C:,C:N,I:N,A:H  ←
CVE-2025-30348,AV: A,AC:L,L  ←,UI:N,C: ↑,C:N,I:N  ←,A:N  ←
CVE-2025-30349,A:,AC:H,H,UI: None,C  →,C:N  →,I:H,A:H  ←
CVE-2025-30350,A: ←,AC:H,H  ←,UI:N →,C ←,C:N,I:N,A:L  ←
CVE-2025-30351,A:,AC:H,PR:H  ←,UI:N  ←,S: C,C:N,I:L,A:H  ←
CVE-2025-30352,AV:N,AC:L,L  ← Low,UI: R,"C  ← 

(The CVSS score for the S metric is increased because this vulnerability allows enumeration of unknown field contents, which indicates a potential increase in risk)",C:H,"I:H  → I indicates a High severity CVSS score for the **I** metric, as the described issue allows enumerating unknown field contents.","A:H  ← Due to the possibility of enumerating unknown field contents, this vulnerability can have significant consequences on sensitive data."
CVE-2025-30353,A:,AC:H,L  ←,R,C  ←,C:H,I:H  ←,A:H  ←
CVE-2025-30355,A:,AC:H,PR:H  ←,UI:N,C ←,C:L,I:L,A:H  ←
CVE-2025-30358,A: ←,AC:H,PR:H  ←,UI:R,S:C,C:H,I:H ←,A:H  ←
CVE-2025-30368,N,AC:L,H  ←,UI:R,C  ←,C:L  ←,I:N,"A:N 

(Note: The CVSS 3.1 metric 'A' refers to the Attack Vector, which indicates how an attacker can exploit the vulnerability. In this case, the attack vector is None.)"
CVE-2025-30369,AV:N,AC:H,PR:H  ←,UI:None,C  ←,C:N,I:N  ←,A:N
CVE-2025-30370,N,AC:H,H ←,UI:N  ←,S:U,C:L  ←,I:L,A:N
